ticker	market cap	industry	sector	current price	gross margin	net income margin	expenses portion	ROE	ROA	receivables turnover days	inventories turnover days	total assets turnover days	liability/asset ratio	current ratio	acid-test ratio	revenue growth	net income growth	operating income growth	free cash flow growth	wacc	roic	excess return	economic profit	stockholders equity growth	dividend yield	dividend payout ratio	dcf	beta	annual return	annual risk
PSO	4.273984E9	Publishing	Consumer Cyclical	5.68	0.54464	0.0013824461296677525	0.640192789426449	-0.019903946302979758	0.0011495426741221504	113.68910435084047	37.53515323261779	831.8576103294763	0.481823394475859	1.7837505961232654	1.677390965350457	-0.0735083983333179	-0.26968610845158225	-1.0144125746174681	-0.011168991269811879	0.016742177147354313	8.003815124578567e-05	-0.016662138996108532	-84075162.1111089	-0.07249265704052807	0.03471382469809875	0.4379950615622886	-0.37641283503445144	0.07661958447498815	-0.2191466032596979	0.2604150147921963
PNC	4.4560028E10	Banks	Financial Services	105.03	1.0	0.2901170177491125	0.3151520168385336	0.09994124652796914	0.012551727492079574	0.0	0.0	8102.308905509208	0.8743648902326818	304.36819691126254	304.36819691126254	0.014493671623629734	0.05723886371265996	0.031810412411427236	0.11885317313046447	0.10325851398413724	0.06490718347068787	-0.038351330513449376	-2725639751.304006	0.024088358600166605	0.021151651408922605	0.2577866851323414	159.49409503841804	1.2729237910583922	0.05340435752922525	0.26719735478289547
ESI	2.54474291E9	Specialty Chemicals	Basic Materials	10.23	0.4175894737646	-0.06711778875214959	0.33362117126681534	-0.07877676723300268	-0.015937878554605135	105.37818173279197	84.11822873054419	1221.9056790389654	0.7031842023907016	2.2406328663255772	1.8076572810533489	0.3868187611772739	-2.077975113808832	0.3750342098820204	1.2897084912180876	0.07684195020273857	-0.02121024438332129	-0.09805219458605985	-685338021.1956161	-0.003939900842897903	0.00020911939821412038	-0.0023632680621201887	10.836485865285178	1.7069651894754412	-0.07209878410502786	0.4734061899306421
CTAS	2.27047506E10	Retail - Apparel & Specialty	Consumer Cyclical	218.21	0.4426992117106	0.11727261856160014	0.2837355035811412	0.27640069352169666	0.11640293619309416	42.74293686459045	55.821414409123484	352.4719976189723	0.5832714535815079	2.2010433208166758	1.886233795260719	0.08905673765068363	0.25136162861400685	0.15230314966805453	0.2878366097441726	0.12444408771182176	0.14906063892497956	0.024616551213157783	90167319.23997772	0.077972000345051	0.011976948692532501	0.2778404134832698	77.01746079325648	1.3864529914143338	0.2291026241088619	0.2875147585488338
HOG	3.28474598E9	Autos	Consumer Cyclical	21.45	0.29209965492240003	0.10105134407330647	0.21189430966096473	0.3173363985911837	0.05753142456315565	18.14587452289592	59.48259243232727	628.3878336854812	0.8198237731731313	1.3169273164419881	1.1366668189269902	-0.02905356082714714	-0.12394273787560765	-0.15224837074458936	0.06268710918030793	0.06749167581400635	0.06208304053263447	-0.0054086352813718895	-44862182.98044735	-0.06410208931187643	0.02372034385926754	0.3205497588092463	92.93719324830496	1.449089795404635	-0.1222281398708859	0.33927895085844795
NMIH	9.9522214E8	Insurance - Property & Casualty	Financial Services	14.45	1.0	0.19607890839967884	0.7216640213809817	0.0901591119163295	0.057145926006791706	33.580430065161536	0.0	2006.4654130499541	0.3863054138219456	5.100637719616249	5.100637719616249	0.8163367376653368	1.5247002266825607	1.5297881004938083	0.9328706901435103	0.17841431247544634	0.07515475455820668	-0.10325955791723965	-65520615.74866356	0.17986523577871388	0.0	0.0	82.33955704533662	1.8108158352924555	0.258137828256926	0.4881525990405959
ANFI	797303.0	Consumer Packaged Goods	Consumer Defensive	0.3951	0.13118000000000002	0.003431265924558377	0.04110072935231166	0.04939955182409343	0.018691429777762492	107.70954509728696	186.73874972559196	319.0168757058092	0.5305302203272556	1.844022180927368	0.9183254404932294	0.027278657083997127	-0.6274422375444686	-0.30887925579493214	2.1646183521568494	0.0	0.025548235769827555	0.0	0.0	0.14885268507219035	0.0	0.0	-0.12356028674144102	nan	nan	nan
BOOT	5.676617E8	Retail - Apparel & Specialty	Consumer Cyclical	19.73	0.31418367897520005	0.033359656880322365	0.24374268093655602	0.10373600037122666	0.03917581678580114	2.610524494888739	152.63355333512064	287.9863745363252	0.6332445743282394	1.5905771336950472	0.20755300295751727	0.18129897631136177	0.6191458175102618	0.28865782266741735	0.935663082049417	0.2056399959390335	0.05717528970961968	-0.14846470622941382	-52325138.63046051	0.28824113895391545	0.016125981005312397	0.6017776482587791	4.329519199499383	2.9194190344794144	0.2944054544852212	0.840700111528654
GPP	1.27614912E8	Oil & Gas - Midstream	Energy	5.51	1.0	0.4950663092452331	0.048927010681440716	-0.5776038914753749	0.5010944472689556	7.881718754914719	0.0	385.2815777467962	1.448734048986324	1.4538509395974109	1.4538509395974109	0.7587630454690905	0.4389709111426642	1.0310325912391052	0.37934980025788767	0.05452361042141864	0.61748771923773	0.5629641088163113	41768020.016432345	-0.43678246626395634	0.0	0.0	582.682121752947	0.7582645417901412	-0.12896405687727452	0.3518756327685081
WTR	1.12107807E10	Utilities - Regulated	Utilities	51.94	1.0	0.2622151199394541	0.3698063697405468	0.10387331444423956	0.032516255844460086	41.9891865201361	0.0	2771.572624278437	0.6773590020883631	1.6467638717182385	1.595749536079523	0.02703587320323435	0.003960927028633221	0.016148998693974726	-0.9899354642418448	0.026521524627328385	0.050712609365970315	0.02419108473864193	97113051.48972279	0.22610412704136817	0.02274123879303472	0.6742640002057184	75.62042886298337	0.20589001496000647	0.158457734862824	0.15611266324811585
T	2.1225377E11	Communication Services	Communication Services	29.79	0.8837748203476	0.10829138416876671	0.17445660523220474	0.1171239618200723	0.03845712434309125	41.80614729026072	0.0	948.3400866817261	0.6670534923693273	0.8153541740199799	0.8153541740199799	0.06580242908342375	0.36014955743778704	0.25395429766673916	0.25309565149884616	0.049322994646316135	0.05816596894388663	0.008842974297570489	1879803345.328148	0.19544574117161417	0.05397306155950273	0.77445890101209	175.1197031084544	0.716344695742405	-0.01234322130702943	0.20109517819139364
AGX	5.5993459E8	Engineering & Construction	Industrials	35.79	0.15354089697158	0.04041786175123639	0.08491744223572824	0.12292542820414024	0.06771380159151309	41.71302594326767	0.0	397.85392033090477	0.3796889783676488	2.755096335841583	2.755096335841583	0.014093324982374766	-0.18900560616751366	-0.4779606431648634	1.2193212875276944	0.0663748049536231	0.12297252078781831	0.05659771583419519	16330856.264758576	0.14046245996887693	4.31687583234952	0.13034527108053173	-5.309833259466041	0.6597950075132069	0.049650911991039944	0.3276170569224595
